,Status,Meal plan identifier,Segmentation,Lenght of the stay,Day of week,Room type ok,Non refundable
888,Confirmed,BB,Flash sales / Boxes,3,Not Weekend,Double Deluxe,Free cancellation
889,Confirmed,RO,Direct reservation / Walk-in,1,Not Weekend,Double Standard,Non refundable
890,Confirmed,RO,Direct reservation / Walk-in,1,Not Weekend,Double Standard,Free cancellation
891,Confirmed,BB,Flash sales / Boxes,2,Not Weekend,Double Standard,Free cancellation
892,Confirmed,RO,Direct reservation / Walk-in,1,Not Weekend,Double Standard,Non refundable
893,Confirmed,RO,Online Travel agency,3,Not Weekend,Double Standard,Non refundable
894,Confirmed,BB,Travel agency,3,Not Weekend,Double Standard,Free cancellation
895,Confirmed,BB,Flash sales / Boxes,2,Not Weekend,Double Deluxe,Free cancellation
896,Confirmed,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
897,Confirmed,BB,Tour Operator,2,Not Weekend,Double Standard,Free cancellation
898,Confirmed,RO,Direct reservation / Walk-in,2,Not Weekend,Double Standard,Non refundable
899,Confirmed,RO,Direct reservation / Walk-in,2,Not Weekend,Double Standard,Non refundable
900,Confirmed,BB,Flash sales / Boxes,1,Not Weekend,Double Standard,Free cancellation
901,Confirmed,BB,Flash sales / Boxes,2,Not Weekend,Double Deluxe,Free cancellation
902,Confirmed,RO,Direct reservation / Walk-in,2,Not Weekend,Double London Eye view,Non refundable
903,Confirmed,RO,Online Travel agency,1,Not Weekend,Double Standard,Non refundable
904,Confirmed,BB,Tour Operator,4,Not Weekend,Double Standard,Free cancellation
905,Confirmed,BB,Tour Operator,4,Not Weekend,Double Standard,Free cancellation
906,Confirmed,BB,Travel agency,3,Weekend,Double Standard,Free cancellation
907,Confirmed,BB,Travel agency,3,Weekend,Double Standard,Free cancellation
908,Confirmed,BB,Flash sales / Boxes,1,Weekend,Double Standard,Free cancellation
909,Confirmed,BB,Corporate/Mice,1,Weekend,Double Standard,Free cancellation
910,Confirmed,BB,Flash sales / Boxes,1,Weekend,Double Standard,Free cancellation
911,Confirmed,BB,Tour Operator,3,Weekend,Double Standard,Free cancellation
912,Confirmed,BB,Flash sales / Boxes,1,Weekend,Double Standard,Free cancellation
913,Confirmed,RO,Direct reservation / Walk-in,2,Weekend,Double Standard,Free cancellation
914,Confirmed,BB,Flash sales / Boxes,5,Weekend,Double Deluxe,Free cancellation
915,Confirmed,RO,Global Distribution Systems (GDS),1,Weekend,Double Standard,Free cancellation
916,Confirmed,RO,Corporate/Mice,2,Not Weekend,Double Standard,Free cancellation
917,Confirmed,BB,Corporate/Mice,2,Not Weekend,Double Standard,Free cancellation
918,Confirmed,RO,Direct reservation / Walk-in,1,Not Weekend,Double Standard,Non refundable
919,Confirmed,RO,Direct reservation / Walk-in,2,Not Weekend,Double Standard,Free cancellation
920,Confirmed,BB,Online Travel agency,3,Not Weekend,Double Deluxe,Non refundable
921,Confirmed,RO,Online Travel agency,3,Not Weekend,Double Standard City View,Non refundable
922,Confirmed,BB,Flash sales / Boxes,2,Not Weekend,Double Deluxe,Free cancellation
923,Confirmed,BB,Flash sales / Boxes,2,Not Weekend,Double Deluxe,Free cancellation
924,Confirmed,RO,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
925,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
926,Confirmed,BB,Tour Operator,4,Not Weekend,Double Standard,Free cancellation
927,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
928,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
929,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
930,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
931,Confirmed,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
932,Confirmed,BB,Tour Operator,5,Not Weekend,Double Standard,Free cancellation
933,Confirmed,BB,Travel agency,3,Not Weekend,Triple Standard,Free cancellation
934,Confirmed,RO,Direct reservation / Walk-in,2,Not Weekend,Double Standard City View,Free cancellation
935,Confirmed,BB,Travel agency,1,Not Weekend,Double Standard,Free cancellation
936,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
937,Confirmed,BB,Corporate/Mice,3,Not Weekend,Double Standard,Free cancellation
938,Confirmed,RO,Direct reservation / Walk-in,3,Not Weekend,Junior Suite,Free cancellation
939,Confirmed,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
940,Confirmed,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
941,Confirmed,RO,Direct reservation / Walk-in,3,Not Weekend,Triple Standard,Free cancellation
942,Confirmed,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
943,Confirmed,BB,Flash sales / Boxes,2,Not Weekend,Double Deluxe,Free cancellation
944,Confirmed,BB,Flash sales / Boxes,2,Not Weekend,Double Deluxe,Free cancellation
945,Confirmed,BB,Flash sales / Boxes,2,Not Weekend,Double Deluxe,Free cancellation
946,Confirmed,BB,Flash sales / Boxes,2,Not Weekend,Double Deluxe,Free cancellation
947,Confirmed,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
948,Confirmed,BB,Travel agency,3,Not Weekend,Double Standard,Free cancellation
949,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
950,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
951,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
952,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
953,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
954,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
955,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
956,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
957,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
958,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
959,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
960,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
961,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
962,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
963,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
964,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
965,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
966,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
967,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
968,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
969,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
970,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
971,Confirmed,BB,Flash sales / Boxes,2,Not Weekend,Double Deluxe,Free cancellation
972,Confirmed,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
973,Confirmed,BB,Travel agency,1,Not Weekend,Double Standard,Free cancellation
974,Confirmed,BB,Tour Operator,2,Not Weekend,Double Standard,Free cancellation
975,Confirmed,BB,Tour Operator,4,Not Weekend,Double Standard,Free cancellation
976,Confirmed,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
977,Confirmed,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
978,Confirmed,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
979,Confirmed,BB,Travel agency,3,Not Weekend,Double Standard,Free cancellation
980,Confirmed,RO,Online Travel agency,1,Not Weekend,Double Standard City View,Non refundable
981,Confirmed,RO,Online Travel agency,2,Weekend,Double Standard,Free cancellation
982,Confirmed,RO,Online Travel agency,2,Weekend,Double Standard,Free cancellation
983,Confirmed,RO,Online Travel agency,2,Weekend,Double Standard,Free cancellation
984,Confirmed,BB,Travel agency,4,Weekend,Double Standard,Free cancellation
985,Confirmed,BB,Travel agency,1,Weekend,Double Standard,Free cancellation
986,Confirmed,BB,Tour Operator,2,Weekend,Double Standard,Free cancellation
987,Confirmed,BB,Flash sales / Boxes,2,Weekend,Double Deluxe,Free cancellation
988,Confirmed,BB,Tour Operator,4,Weekend,Double Standard,Free cancellation
989,Confirmed,RO,Direct reservation / Walk-in,1,Weekend,Double Deluxe,Free cancellation
990,Confirmed,RO,Direct reservation / Walk-in,1,Weekend,Double Deluxe,Free cancellation
991,Confirmed,BB,Tour Operator,1,Weekend,Double Standard,Free cancellation
992,Confirmed,BB,Corporate/Mice,1,Weekend,Double Standard,Free cancellation
993,Confirmed,BB,Online Travel agency,5,Weekend,Double Standard,Free cancellation
994,Confirmed,BB,Direct reservation / Walk-in,3,Weekend,Double Standard,Free cancellation
995,Confirmed,RO,Online Travel agency,3,Weekend,Double Standard,Free cancellation
996,Confirmed,BB,Flash sales / Boxes,4,Weekend,Double Deluxe,Free cancellation
997,Confirmed,BB,Tour Operator,3,Weekend,Double Standard,Free cancellation
998,Confirmed,BB,Tour Operator,3,Weekend,Double Standard,Free cancellation
999,Confirmed,RO,Direct reservation / Walk-in,4,Weekend,Double Standard City View,Free cancellation
1000,Confirmed,RO,Direct reservation / Walk-in,4,Weekend,Double Standard,Free cancellation
1001,Confirmed,BB,Tour Operator,3,Weekend,Double Standard,Free cancellation
1002,Confirmed,BB,Tour Operator,3,Weekend,Double Standard,Free cancellation
1003,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
1004,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
1005,Confirmed,RO,Corporate/Mice,2,Not Weekend,Double Standard,Free cancellation
1006,Confirmed,BB,Flash sales / Boxes,4,Not Weekend,Double Deluxe,Free cancellation
1007,Confirmed,RO,Direct reservation / Walk-in,1,Not Weekend,Double Standard,Non refundable
1008,Confirmed,BB,Flash sales / Boxes,2,Not Weekend,Double Standard,Free cancellation
1009,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
1010,Confirmed,RO,Direct reservation / Walk-in,3,Not Weekend,Triple Standard,Free cancellation
1011,Confirmed,BB,Flash sales / Boxes,3,Not Weekend,Double Standard,Free cancellation
1012,Confirmed,BB,Flash sales / Boxes,3,Not Weekend,Double Standard,Free cancellation
1013,Confirmed,HB,Flash sales / Boxes,1,Not Weekend,Double Standard,Free cancellation
1014,Confirmed,BB,Corporate/Mice,3,Not Weekend,Double Standard,Free cancellation
1015,Confirmed,RO,Direct reservation / Walk-in,4,Not Weekend,Double Standard,Free cancellation
1016,Confirmed,BB,Online Travel agency,4,Not Weekend,Double Standard,Free cancellation
1017,Confirmed,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
1018,Confirmed,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
1019,Confirmed,RO,Online Travel agency,2,Not Weekend,Double Standard City View,Non refundable
1020,Confirmed,BB,Flash sales / Boxes,1,Not Weekend,Double Deluxe,Free cancellation
1021,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
1022,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
1023,Confirmed,BB,Flash sales / Boxes,2,Not Weekend,Double Standard,Free cancellation
1024,Confirmed,BB,Travel agency,2,Not Weekend,Double Standard,Free cancellation
1025,Confirmed,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
1026,Confirmed,BB,Flash sales / Boxes,3,Not Weekend,Double Deluxe,Free cancellation
1027,Confirmed,BB,Flash sales / Boxes,2,Not Weekend,Double Standard,Free cancellation
1028,Confirmed,BB,Flash sales / Boxes,2,Not Weekend,Double Standard,Free cancellation
1029,Confirmed,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
1030,Confirmed,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
1031,Confirmed,BB,Travel agency,3,Not Weekend,Double Standard,Free cancellation
1032,Confirmed,RO,Online Travel agency,3,Not Weekend,Double Standard,Non refundable
1033,Confirmed,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
1034,Confirmed,BB,Travel agency,4,Weekend,Double Standard,Free cancellation
1035,Confirmed,BB,Flash sales / Boxes,2,Weekend,Double Standard,Free cancellation
1036,Confirmed,RO,Online Travel agency,1,Weekend,Double Standard City View,Free cancellation
1037,Confirmed,BB,Tour Operator,2,Weekend,Double Standard,Free cancellation
1038,Confirmed,BB,Flash sales / Boxes,2,Weekend,Double Standard,Free cancellation
1039,Confirmed,BB,Corporate/Mice,1,Weekend,Double Standard,Free cancellation
1040,Confirmed,BB,Travel agency,2,Weekend,Double Standard,Free cancellation
1041,Confirmed,BB,Travel agency,2,Weekend,Double Standard,Free cancellation
1042,Confirmed,BB,Tour Operator,2,Weekend,Double Standard,Free cancellation
1043,Confirmed,BB,Travel agency,6,Weekend,Triple Standard,Free cancellation
1044,Confirmed,RO,Corporate/Mice,2,Not Weekend,Double Standard,Free cancellation
1045,Confirmed,RO,Direct reservation / Walk-in,1,Not Weekend,Double Standard,Non refundable
1046,Confirmed,BB,Flash sales / Boxes,2,Not Weekend,Double Standard,Free cancellation
1047,Confirmed,RO,Corporate/Mice,2,Not Weekend,Double Standard,Free cancellation
1048,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
1049,Confirmed,BB,Tour Operator,5,Not Weekend,Double Standard,Free cancellation
1050,Confirmed,BB,Global Distribution Systems (GDS),4,Not Weekend,Double Standard,Free cancellation
1051,Confirmed,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
1052,Confirmed,BB,Travel agency,3,Not Weekend,Double Standard,Free cancellation
1053,Confirmed,BB,Travel agency,3,Not Weekend,Double Standard,Free cancellation
1054,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
1055,Confirmed,RO,Direct reservation / Walk-in,6,Not Weekend,Double Standard,Free cancellation
1056,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
1057,Confirmed,RO,Direct reservation / Walk-in,7,Not Weekend,Double Standard,Free cancellation
1058,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
1059,Confirmed,RO,Direct reservation / Walk-in,2,Not Weekend,Double Standard,Non refundable
1060,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
1061,Confirmed,BB,Travel agency,5,Not Weekend,Double Standard,Free cancellation
1062,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
1063,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
1064,Confirmed,RO,Direct reservation / Walk-in,4,Not Weekend,Double Standard,Free cancellation
1065,Confirmed,RO,Direct reservation / Walk-in,4,Not Weekend,Double Standard,Free cancellation
1066,Confirmed,RO,Direct reservation / Walk-in,4,Not Weekend,Double Standard,Free cancellation
1067,Confirmed,BB,Flash sales / Boxes,7,Not Weekend,Double Standard,Free cancellation
1068,Confirmed,RO,Online Travel agency,5,Not Weekend,Double Standard,Free cancellation
1069,Confirmed,RO,Direct reservation / Walk-in,4,Not Weekend,Junior Suite,Free cancellation
1070,Confirmed,BB,Flash sales / Boxes,2,Not Weekend,Double Deluxe,Free cancellation
1071,Confirmed,BB,Flash sales / Boxes,2,Not Weekend,Double Deluxe,Free cancellation
1072,Confirmed,BB,Travel agency,3,Not Weekend,Double Standard,Free cancellation
1073,Confirmed,BB,Tour Operator,2,Not Weekend,Double Standard,Free cancellation
1074,Confirmed,BB,Tour Operator,2,Not Weekend,Double Standard,Free cancellation
1075,Confirmed,BB,Flash sales / Boxes,3,Not Weekend,Double Standard,Free cancellation
1076,Confirmed,RO,Online Travel agency,1,Not Weekend,Double Standard City View,Free cancellation
1077,Confirmed,BB,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
1078,Confirmed,BB,Flash sales / Boxes,3,Not Weekend,Double Deluxe,Free cancellation
1079,Confirmed,BB,Flash sales / Boxes,3,Not Weekend,Double Deluxe,Free cancellation
1080,Confirmed,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
1081,Confirmed,BB,Travel agency,3,Not Weekend,Double Standard,Free cancellation
1082,Confirmed,BB,Travel agency,3,Not Weekend,Double Standard,Free cancellation
1083,Confirmed,RO,Direct reservation / Walk-in,3,Not Weekend,Double Standard,Non refundable
1084,Confirmed,BB,Travel agency,3,Not Weekend,Double Standard,Free cancellation
1085,Confirmed,BB,Travel agency,3,Not Weekend,Double Standard,Free cancellation
1086,Confirmed,BB,Travel agency,3,Not Weekend,Double Standard,Free cancellation
1087,Confirmed,RO,Direct reservation / Walk-in,3,Not Weekend,Double Standard,Free cancellation
1088,Confirmed,BB,Flash sales / Boxes,1,Weekend,Double Standard,Free cancellation
1089,Confirmed,BB,Travel agency,6,Weekend,Double Standard,Free cancellation
1090,Confirmed,BB,Travel agency,6,Weekend,Double Standard,Free cancellation
1091,Confirmed,BB,Flash sales / Boxes,4,Weekend,Double Deluxe,Free cancellation
1092,Confirmed,BB,Tour Operator,4,Weekend,Double Standard,Free cancellation
1093,Confirmed,BB,Tour Operator,2,Weekend,Double Standard,Free cancellation
1094,Confirmed,RO,Direct reservation / Walk-in,2,Weekend,Double Standard,Free cancellation
1095,Confirmed,BB,Corporate/Mice,1,Weekend,Double Standard,Free cancellation
1096,Confirmed,RO,Direct reservation / Walk-in,6,Weekend,Double Standard,Free cancellation
1097,Confirmed,RO,Direct reservation / Walk-in,1,Weekend,Double Standard,Free cancellation
1098,Confirmed,RO,Online Travel agency,13,Weekend,Double Standard,Non refundable
